"codenservicio_mat","nombre_mat","fecha_inicio","cantidad"
"PA649","INTELIGENCIA ARTIFICIAL BIO-INSPIRADA","2021-08-02","1"
"PA650","OPTIMIZACIÓN CONTINUA Y APLICACIONES (OCA)","2021-08-02","6"
"PA691","IMAGINERIA OPTICA COMPUTACIONAL","2021-08-02","2"
"PA96","REDES DE SENSORES INALAMBRICOS","2021-08-02","1"
"PC147","GESTION DE LA SEGURIDAD DE LA INFORMACION","2021-08-02","6"
"PE385","COMUNICACIONES INALAMBRICAS","2021-08-02","1"
"PE407","ENERGIA SOLAR FOTOVOLTAICA","2021-08-02","18"
"PE57","TRATAMIENTO DE IMAGENES POR COMPUTADORA","2021-08-02","3"
"PG05","CAMBIO ORGANIZACIONAL","2021-08-02","4"
"PG22","TALLER DE PENSAMIENTO SISTEMICO","2021-08-02","7"
"PG31","SEMINARIO DE GESTION DE CRISIS","2021-08-02","2"
"PM75","COGENERACION","2021-08-02","9"
"PM86","MODELADO Y OPTIMIZACION","2021-08-02","7"
"PM88","ANALISIS REAL Y FUNCIONAL APLICADO","2021-08-02","3"
"PQ66","FUNDAMENTOS DE LA PRODUCCIÓN DE CELULOSA Y PAPEL","2021-08-02","1"
"PT6","TALLER DE CAMBIO ORGANIZACIONAL","2021-08-02","5"
"Q101","INGENIERIA AMBIENTAL PARA LA INDUSTRIA DE PROCESOS","2021-08-02","39"
"Q77C","INT. A LA INGENIERIA BIOQUIMICA","2021-08-02","101"
"TCI23","PRODUCCION CARTOGRAFICA","2021-08-02","11"
"TCI25","INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.","2021-08-02","10"
"TCI26","PROYECTO","2021-08-02","1"
"TCI28","SISTEMAS DE INFORMACION GEOGR. AVANZADO","2021-08-02","20"
"TI06","ESTRUCTURAS DE DATOS Y ALGORITMOS","2021-08-02","21"
"TI07","MATEMATICA DISCRETA Y LOGICA 2","2021-08-02","9"
"TI08","SISTEMAS OPERATIVOS","2021-08-02","13"
"TI09","BASES DE DATOS I","2021-08-02","17"
"TI10","INGLES CONVERSACIONAL (ACT.COMPL.2)","2021-08-02","8"
"TI16","PROGRAMACION DE APLICACIONES","2021-08-02","23"
"TI17","ADMINISTRACION DE INFRAESTRUCTURAS","2021-08-02","20"
"TI18","INGENIERIA DE SOFTWARE","2021-08-02","26"
"TI19","PROBABILIDAD Y ESTADISTICA","2021-08-02","52"
"TI20","RELACIONES PERSONALES Y LABORALES","2021-08-02","10"
"TI21","PASANTIA LABORAL","2021-08-02","23"
"TI23","DESARROLLO DE SITIOS WEB CON PHP","2021-08-02","15"
"TI26","TALLER DE SISTEMAS DE INFORMACION.NET","2021-08-02","13"
"TI27","PROYECTO","2021-08-02","25"
"TI41","TALLER DE CAMBIO TECNOL.EN INST.FINANC.","2021-08-02","25"
"TI43","INT. AL TESTING FUNCIONAL","2021-08-02","7"
"TI46","TALLER DE BASES DE DATOS NO SQL","2021-08-02","24"
"TIM14","TALLER 5: SOLDADURA","2021-08-02","27"
"TIM21","MATEMATICA 2","2021-08-02","34"
"TIM30","FISICA 1","2021-08-02","30"
"TIM32","INT. A LA TERMODINAMICA","2021-08-02","22"
"TIM40","INT. A LA MECANICA DE LOS FLUIDOS","2021-08-02","35"
"TIM43","MOTORES DE COMB. INT. Y TURBINAS DE GAS","2021-08-02","11"
"TIM44","GENERADORES DE VAPOR","2021-08-02","11"
"TIM45","REFRIGERACION INDUSTRIAL","2021-08-02","9"
"TIM46","INSTALACIONES GENERALES DE GASES COMBUSTIBLES","2021-08-02","2"
"TIM51","METALURGIA FISICA","2021-08-02","39"
"TIM53","ELEMENTOS DE MAQUINAS","2021-08-02","6"
"TIM57","CONTROL NUMERICO COMPUTARIZADO 2","2021-08-02","3"
"TIM58","PROCESADO DE TERMOPLASTICOS","2021-08-02","4"
"TIM59","ENSAYOS NO DESTRUCTIVOS","2021-08-02","1"
"TIM60","COSTOS PARA INGENIERIA","2021-08-02","33"
"TIM62","GESTION DEL MANTENIMIENTO","2021-08-02","14"
"TIM63","ESTUDIO DEL TRABAJO","2021-08-02","5"
"TIM64","PROYECTO DE INVERSION","2021-08-02","11"
"TIM65","SEGURIDAD INDUSTRIAL","2021-08-02","8"
"TIM70","INT. A LA ELECTROTECNIA","2021-08-02","34"
"TIM73","INSTALACIONES ELECTRICAS","2021-08-02","7"
"TIM74","AUTOMATAS PROGRAMABLES","2021-08-02","4"
"TIM80","PASANTIA","2021-08-02","3"
"TTR13","TALLER DE GESTION DE REDES","2021-08-02","3"
"PA136","INGENIERIA Y DESARROLLO","2021-08-03","14"
"PA483","MODELACION NUMERICA DE FLUJOS NATURALES A SUPERFICIE LIBRE","2021-08-03","6"
"PA665","TRANSFORMACION MECANICA DE LA MADERA","2021-08-03","4"
"PA318","TEORIA Y ALGORITMIA DE OPTIMIZACION","2021-08-09","19"
"PA370","APRENDIZAJE AUTOMATICO","2021-08-09","17"
"PA451","APRENDIZAJE AUTOMATICO APLICADO","2021-08-16","18"
"PA279","HERRAMIENTAS DE REPRESENTACION TIEMPO - FRECUENCIA","2021-08-17","2"
"PA690","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION A LA GESTION DE INCIDENTES","2021-08-17","23"
"PM74","BIODIESEL","2021-08-19","11"
"PA685","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING DE SOFTWARE","2021-08-23","22"
"PA687","CENTRO DE ENSAYOS DE SOFTWARE: TECNICAS DE TESTING FUNCIONAL 1","2021-08-23","51"
"PA120","GESTION DE LA INFORMACION","2021-08-30","9"
"PA624","BIORREFINERIA- COMBUSTIBLES Y PROD. QCOS. A PARTIR DE BIOMASA VIA FERMENTACION","2021-08-30","10"
"PES3","DINAMICA DE ESTRUCTURAS","2021-09-01","3"
"PA309","CONVERSION ELECTROQUIMICA DE ENERGIA","2021-09-06","14"
"PA634","PGT_TD TRANSFORMACION DIGITAL","2021-09-10","7"
"PA641","EDICIÓN DE TESIS Y ARTÍCULOS USANDO LATEX","2021-09-19","5"
"PA278","INTRODUCCION A LA ENERGIA UNDIMOTRIZ","2021-09-27","15"
"PA441","ANALISIS MULTIVARIADO COMPUTACIONAL","2021-09-27","15"
"PA684","CENTRO DE ENSAYOS DE SOFTWARE: INTR. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2021-09-27","50"
"PA686","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING FUNCIONAL","2021-09-27","46"
"PA692","LA IMPLEMENTACIÓN DE LA FILOSOFÍA LEAN Y EL DESAR. DE LAS PERSONAS EN LA EMPRESA","2021-09-27","9"
"PA700","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 1 (ELEM. DE GEO., EL. DE HIDR. E HIDRO., B","2021-09-27","32"
"2388","ORDENAMIENTO TERRITORIAL 1","2021-10-01","10"
"PA587","TEORIA DE JUEGOS EVOLUTIVOS","2021-10-01","2"
"PA701","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 2 (HIDRAULICA DE ACUIFEROS)","2021-10-04","32"
"PE338","SISTEMAS DE INFORMACION GEOGRAFICOS EMPRESARIALES","2021-10-04","5"
"PA566","REDES NEURONALES GENERATIVAS PROFUNDAS: FUNDAMENTOS Y RESOLUCION DE PROBLEMAS","2021-10-05","14"
"PA645","DINÁMICA DE INTERFACES: DISPERSIÓN, FLOCULACIÓN Y FLOTACIÓN","2021-10-05","6"
"PA508","HIDROLOGIA URBANA","2021-10-06","1"
"3628","REPENSANDO LOS SISTEMAS ALIMENTARIOS","2021-10-07","5"
"PA702","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 3 (HIDRAULICA DE CAPTACIONES DE AGUA)","2021-10-11","32"
"PA640","POLITICAS ENERGETICAS","2021-10-18","1"
"PA703","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 4 (EXPLORACION HIDROGEOLOGICA)","2021-10-18","31"
"PA234","EVALUACION DE IMPACTO AMBIENTAL","2021-10-19","28"
"PA704","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 5 (HIDROQUIMICA)","2021-10-25","31"
"PA450","ANALISIS DE TEXTOS","2021-10-28","13"
"PA705","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 6 (HIDROLOGIA ISOTOPICA)","2021-11-01","31"
"PC149","CENTRO DE ENSAYOS DE SOFTWARE: DOCUMENTACION Y REPORTES","2021-11-01","49"
"PA706","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 7 (TRANSP. DE SOL., TRAZ. Y PROT. DE ACUIF","2021-11-08","31"
"PE123","INTRODUCCION A LOS MERCADOS DE ENERGIA ELECTRICA","2021-11-08","39"
"PA707","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 8 (CART. HIDROG. Y GEOEST. APLIC. A LA HID","2021-11-15","29"
"PA635","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN A LAS BASES DE DATOS PARA TESTERS","2021-11-16","25"
"PA708","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 9 (MODELOS DE SIMULACION DE ACUIFEROS)","2021-11-22","31"
"PA690","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION A LA GESTION DE INCIDENTES","2021-11-23","21"
"PA709","CURSO HISPANOAM. DE HIDR. SUBT.: MOD. 10 (PLAN., GEST. Y OPT. DE LOS REC. HIDRIC","2021-11-29","31"
"2217","TUTORIAS ENTRE PARES 2","2022-02-01","12"
"AC36","INSPECCIÓN DE GENERADORES DE VAPOR","2022-02-01","12"
"PA601","APRENDIZAJE PROFUNDO PARA EL ANALISIS DE IMAGENES BIOMEDICAS","2022-02-01","12"
"PC111","OPTIMIZACIÓN BAJO INCERTIDUMBRE","2022-02-01","6"
"PC148","MÉTODOS EFICIENTES DE SIMULACIÓN PARA LA ESTIMACIÓN DE CONFIABILIDAD DE REDES","2022-02-01","4"
"PE322","ELASTICIDAD FINITA","2022-02-01","2"
"2022","MODULO DE TALLER 4","2022-02-02","2"
"PC21","METODOS DE GESTION DE PROYECTOS","2022-02-02","11"
"PC149","CENTRO DE ENSAYOS DE SOFTWARE: DOCUMENTACION Y REPORTES","2022-02-08","22"
"PA728","CAMBIO CLIMATICO, FUNDAMENTOS PARA SU ABORDAJE (CCFA)","2022-02-14","11"
"TIM80","PASANTIA","2022-02-15","7"
"2244","ELEMENTOS DE GESTION LOGISTICA","2022-02-16","31"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2022-02-16","9"
"Q16","INT. A LA PREVENCION DE RIESGOS LABORALES","2022-02-16","31"
"Q21","TERMODINAMICA APL. A LA ING.DE PROCESOS","2022-02-16","65"
"Q22","FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS","2022-02-16","133"
"Q68","TRANSFERENCIA DE CALOR Y MASA 2","2022-02-16","86"
"Q69","INGENIERIA DE LAS REACCIONES QUIMICAS 1","2022-02-16","68"
"Q71","TECNOLOGIA Y SERV. INDUSTRIALES 1","2022-02-16","47"
"Q80","PROYECTO INDUSTRIAL 1","2022-02-16","86"
"Q81","INGENIERIA BIOQUIMICA","2022-02-16","94"
"Q82","PASANTIA-TRABAJO EXPERIM. MOD.1 BASICO","2022-02-16","36"
"Q94","DINAMICA Y CONTROL DE PROCESOS","2022-02-16","62"
"2216","TUTORIAS ENTRE PARES 1","2022-03-01","8"
"AC17","ESTABILIDAD DE SISTEMAS ELECTRICOS DE POTENCIA","2022-03-01","1"
"PA560","MOTORES ALTERNATIVOS DE COMBUSTION INTERNA","2022-03-01","1"
"PA676","ESTRUCTURAS LAMINARES","2022-03-01","2"
"PC156","ROBOTICA AUTONOMA DE ENTORNOS HOSTILES","2022-03-01","4"
"PE106","DISEÑO LOGICO 2","2022-03-01","1"
"1023","MATEMATICA DISCRETA 1","2022-03-02","1468"
"1025","PROBABILIDAD Y ESTADISTICA","2022-03-02","620"
"1026","MATEMATICA DISCRETA 2","2022-03-02","286"
"1027","LOGICA","2022-03-02","541"
"1030","GEOMETRIA Y ALGEBRA LINEAL 1","2022-03-02","2072"
"1031","GEOMETRIA Y ALGEBRA LINEAL 2","2022-03-02","444"
"1057","METODOS MONTECARLO","2022-03-02","16"
"1061","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","2022-03-02","1831"
"1062","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","2022-03-02","432"
"1063","CALCULO VECTORIAL","2022-03-02","353"
"1066","FUNCIONES DE VARIABLE COMPLEJA","2022-03-02","138"
"1122","MECANICA NEWTONIANA","2022-03-02","366"
"1131","INT. A LA FISICA MODERNA","2022-03-02","43"
"1140","LABORATORIO 3","2022-03-02","6"
"1151","FISICA 1","2022-03-02","1417"
"1152","FISICA 2","2022-03-02","205"
"1153","FISICA 3","2022-03-02","241"
"1154","FISICA EXPERIMENTAL 1","2022-03-02","208"
"1209","MODULO DE EXTENSION 4","2022-03-02","4"
"1215","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","2022-03-02","9"
"1266","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO A","2022-03-02","242"
"1270","CIUDADANIA EN ENTORNOS DIGITALES","2022-03-02","10"
"1307","PROGRAMACION PARA INGENIERIA ELECTRICA","2022-03-02","97"
"1316","INT. A LA COMPUTACION GRAFICA","2022-03-02","29"
"1321","PROGRAMACION 2","2022-03-02","701"
"1324","PROGRAMACION 4","2022-03-02","245"
"1325","TEORIA DE LENGUAJES","2022-03-02","177"
"1340","PROGRAMACION LOGICA","2022-03-02","82"
"1353","DIDACTICA DE ALGORIT.Y ESTRUCT.DE DATOS","2022-03-02","40"
"1354","PROGRAMACION FUNCIONAL","2022-03-02","156"
"1359","TALLER DE DATOS ESPAC.Y SIST.DE INF.GEO.","2022-03-02","29"
"1373","PROGRAMACION 1","2022-03-02","222"
"1418","GEODESIA 1","2022-03-02","8"
"1419","GEODESIA 3","2022-03-02","10"
"1420","CARTOGRAFIA MATEMATICA","2022-03-02","9"
"1421","GEOFISICA","2022-03-02","10"
"1434","COMPUTACION DE ALTA PERFORMANCE","2022-03-02","19"
"1447","COMPUT.DE PR.GRAL.EN UNID.DE PROC.GRAF.","2022-03-02","24"
"1448","ASPECTOS AVANZ. DE REDES DE COMPUTADORAS","2022-03-02","5"
"1450","INT. A LA TEORIA DE LA INFORMACION","2022-03-02","24"
"1456","TEORIA DE CIRCUITOS","2022-03-02","28"
"1457","SEÑALES Y SISTEMAS","2022-03-02","85"
"1461","MEDIDAS ELECTRICAS","2022-03-02","89"
"1462","COMUNICACIONES DIGITALES","2022-03-02","19"
"1508","MATERIALES Y ENSAYOS","2022-03-02","71"
"1513","INT. A LOS MICROPROCESADORES","2022-03-02","81"
"1522","TEORIA DE ERRORES 2","2022-03-02","13"
"1524","TOPOGRAFIA 3","2022-03-02","8"
"1527","TOPOGRAFIA 1","2022-03-02","11"
"1534","DISEÑO LOGICO 2","2022-03-02","12"
"1537","SISTEMAS OPERATIVOS","2022-03-02","274"
"1539","GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.","2022-03-02","31"
"1545","CRIPTOGRAFIA","2022-03-02","20"
"1556","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","2022-03-02","32"
"1610","INT. A LA INVESTIGACION DE OPERACIONES","2022-03-02","426"
"1611","INT. AL ANALISIS RURAL","2022-03-02","19"
"1620","PRINCIPIOS DE QUIMICA GENERAL","2022-03-02","258"
"1632","OPTIMIZACION BAJO INCERTIDUMBRE","2022-03-02","24"
"1636","MODELOS COMB. DE CONFIABILIDAD EN REDES","2022-03-02","6"
"1700","PROCEDIMIENTOS CONST.PARA ESTRUCTURAS","2022-03-02","35"
"1716","INT. A LA INGENIERIA DE SOFTWARE","2022-03-02","169"
"1720","ELEMENTOS DE MAQUINAS","2022-03-02","21"
"1723","INT. A LA CIENCIA DE MATERIALES","2022-03-02","122"
"1724","METALURGIA DE TRANSFORMACION","2022-03-02","20"
"1727","MATERIALES COMPUESTOS","2022-03-02","4"
"1730","PROYECTO DE GRADO","2022-03-02","18"
"1731","PASANTIA (COMPUTACION)","2022-03-02","72"
"1758","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","2022-03-02","27"
"1764","COMPORTAMIENTO MECANICO DE MATERIALES 1","2022-03-02","129"
"1767","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","2022-03-02","24"
"1774","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","2022-03-02","39"
"1775","TALLER DE SISTEMAS EMPRESARIALES","2022-03-02","47"
"1776","TALLER DE SIST. DE INF. GEO. EMPRES.","2022-03-02","14"
"1788","FUNDAMENTOS DE ROBOTICA INDUSTRIAL","2022-03-02","11"
"1805","ELEMENTOS DE MECANICA DE LOS FLUIDOS","2022-03-02","180"
"1817","AGRIMENSURA LEGAL 3","2022-03-02","13"
"1818","MOTORES DE COMBUSTION INTERNA","2022-03-02","10"
"1824","TRANSFERENCIA DE CALOR 2","2022-03-02","63"
"1835","GRAMATICAS FORMALES PARA EL LENG.NATURAL","2022-03-02","41"
"1850","ENERGIA 1- COMBUSTION","2022-03-02","93"
"1851","SISTEMAS DE CONDUCCION EN ING.SANITARIA","2022-03-02","9"
"1854","CALIDAD DE AGUAS","2022-03-02","18"
"1856","MAQUINAS PARA FLUIDOS I","2022-03-02","76"
"1857","FUNDAMENTOS DE LA ROBOTICA AUTONOMA","2022-03-02","9"
"1868","MODELOS ESTADISTICOS PARA CLASIF. Y REGRESION","2022-03-02","61"
"1878","ESTRUCTURAS LAMINARES","2022-03-02","2"
"1879","TRANSPORTE DE SUSTANCIAS EN FLUJOS A SUPERFICIE LIBRE","2022-03-02","1"
"1910","AGRIMENSURA LEGAL 1","2022-03-02","10"
"1915","ADMINISTRACION DE OPERACIONES","2022-03-02","30"
"1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","2022-03-02","9"
"1920","GESTION DE MANTENIMIENTO","2022-03-02","45"
"1937","SISTEMAS DE INFORMACION EN SALUD","2022-03-02","16"
"1942","FUNDAMENTOS DE LA WEB SEMANTICA","2022-03-02","46"
"1944","ADMINISTRACION GENERAL PARA INGENIEROS","2022-03-02","354"
"1949","BASES DE DATOS NO RELACIONALES","2022-03-02","28"
"1952","TALLER DE SISTEMAS CIBER-FISICOS","2022-03-02","4"
"1954","GESTION DE CALIDAD","2022-03-02","55"
"2001","TALLER","2022-03-02","23"
"2002","PASANTIA","2022-03-02","34"
"2004","PROYECTO","2022-03-02","37"
"2011","PASANTIA (ELECTRICA)","2022-03-02","32"
"2013","PROYECTO (ING.ELEC.)","2022-03-02","38"
"2018","MODULO DE TALLER 1","2022-03-02","8"
"2020","MODULO DE TALLER 2","2022-03-02","7"
"2023","AVALUACIONES 3","2022-03-02","13"
"2025","DISEÑO CATASTRAL","2022-03-02","3"
"2040","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2022-03-02","27"
"2040A","INICIACION A LA PRODUCCION AUDIOVISUAL Y MULTIMEDIA (AREA)","2022-03-02","1"
"2054","PROYECTO DE INGENIERIA MECANICA","2022-03-02","11"
"2060","PASANTIA","2022-03-02","2"
"2061","PROYECTO 1 (ING SIST COM.)","2022-03-02","1"
"2098","PASANTIA","2022-03-02","6"
"2099","PROYECTO","2022-03-02","20"
"2108","ELECTROTECNICA I","2022-03-02","197"
"2110","PROYECTO (AGRIM.)","2022-03-02","4"
"2207","INT. A LA MECANICA DE SUELOS","2022-03-02","62"
"2216","TUTORIAS ENTRE PARES 1","2022-03-02","15"
"2217","TUTORIAS ENTRE PARES 2","2022-03-02","9"
"2230","ELEMENTOS DE TOPOGRAFIA","2022-03-02","42"
"2231","CAMINOS Y CALLES 1","2022-03-02","45"
"2240","COSTOS","2022-03-02","64"
"2253","INT. A LA EVALUACION Y GESTION AMBIENTAL","2022-03-02","8"
"2309","EJERCICIOS DE INGENIERIA SANITARIA","2022-03-02","10"
"2366","ELASTICIDAD","2022-03-02","70"
"2371","TECNOLOGIA DEL HORMIGON","2022-03-02","40"
"2379","LABORATORIO DE RESISTENCIA DE MATERIALES","2022-03-02","13"
"2381","MECANICA ESTRUCTURAL","2022-03-02","27"
"2382","HORMIGON ESTRUCTURAL 1","2022-03-02","58"
"2389","PATOLOGIA DE LAS ESTRUCTURAS","2022-03-02","5"
"2393","ESTRUCTURAS DE ACERO","2022-03-02","39"
"2394","ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS","2022-03-02","15"
"2397","HIDRAULICA FLUVIAL Y MARITIMA","2022-03-02","16"
"2399","DISEÑO HIDROLOGICO","2022-03-02","8"
"2403","PROYECTO TRANSPORTE 2","2022-03-02","4"
"2404","PROYECTO, PLANIF. Y CONST. DE OBRAS 1","2022-03-02","12"
"2405","PROYECTO HIDRAULICA-AMBIENTAL","2022-03-02","8"
"2411","PROYECTO ESTRUCTURAL ANUAL","2022-03-02","25"
"2412","ORDENAMIENTO TERRITORIAL 2","2022-03-02","10"
"2414","SISTEMAS DE REFERENCIA EN GEODESIA","2022-03-02","10"
"2415","CODIGOS PARA CORRECCION DE ERRORES","2022-03-02","7"
"2419","HORMIGON ESTRUCTURAL 3","2022-03-02","24"
"2450","PASANTIA (CIVIL)","2022-03-02","36"
"2504","TRANSPORTE POR CARRETERA","2022-03-02","4"
"2505","TRANSPORTE FERROVIARIO","2022-03-02","9"
"2600","ESTRUCTURAS DE BUQUES","2022-03-02","4"
"2601","ALISTAMIENTO NAVAL","2022-03-02","2"
"2605","MANTENIMIENTO DE BUQUES","2022-03-02","1"
"2706","INSTRUMENTACION INDUSTRIAL","2022-03-02","76"
"2707","INT. AL CONTROL INDUSTRIAL","2022-03-02","39"
"2804","TALLER DE INGENIERIA CIVIL","2022-03-02","17"
"3334","FUNDAMENTOS DE INGENIERIA DE SOFTWARE","2022-03-02","27"
"5504","PROYECTO DE INSTALACIONES ELECTRICAS","2022-03-02","13"
"5508","REDES ELECTRICAS","2022-03-02","17"
"5514","SUBESTACIONES EN MEDIA TENSION","2022-03-02","7"
"5518","INT. A LOS SIST. DE PROT. DE SIST. ELECT. DE POT.","2022-03-02","5"
"5603","TALLER DE MAQUINAS ELECTRICAS","2022-03-02","13"
"5609","ELECTRONICA DE POTENCIA","2022-03-02","13"
"5705","SEMINARIO DE INGENIERIA BIOMEDICA","2022-03-02","9"
"5707","IMAGENES MEDICAS: ADQUISICION, INSTRUMENTACION Y GESTION","2022-03-02","4"
"5715","ELECTRONICA FUNDAMENTAL","2022-03-02","87"
"5717","ELECTRONICA AVANZADA 2","2022-03-02","31"
"5719","APRENDIZAJE PROFUNDO PARA EL ANALISIS DE IMAGENES BIOMEDICAS","2022-03-02","10"
"5720","TALLER DE APRENDIZAJE AUTOMATICO","2022-03-02","16"
"5817","ANTENAS Y PROPAGACION","2022-03-02","7"
"5839","PROCESAMIENTO DIGITAL DE SEÑALES DE AUDIO","2022-03-02","20"
"5849","ESTIMACION Y PREDICCION EN SERIES TEMPORALES","2022-03-02","24"
"5850","ELECTROTECNICA","2022-03-02","75"
"5853","TALLER DE APRENDIZAJE AUTOMATICO","2022-03-02","4"
"5855","REDES DE DATOS 2","2022-03-02","18"
"5866","TECNOLOGIAS DE REDES Y SERVICIOS DE TELECOMUNICACIONES","2022-03-02","3"
"5904","TALLER DE INTRODUCCION A LA ING. ELECTRICA","2022-03-02","123"
"5916","FUNDAMENTOS DE SEGURIDAD INFORMATICA","2022-03-02","70"
"LIB36","INFORMÁTICA EN BIOLOGÍA Y MEDICINA","2022-03-02","2"
"LIB38","FISIOLOGÍA CUANTITATIVA","2022-03-02","4"
"LIB49","TALLER DE INGENIERÍA BIOLÓGICA I","2022-03-02","19"
"LIB55","TEORIA DE LOS CIRCUITOS","2022-03-02","1"
"MI2","MATEMATICA INICIAL","2022-03-02","510"
"PA243","TOPOLOGIA Y ANALISIS REAL","2022-03-02","3"
"PA308","COMPUTACION DE PROPOSITO GENERAL EN UNIDADES DE PROCESAMIENTO GRAFICO","2022-03-02","3"
"PA355","MARKETING DE TECNOLOGIA E INNOVACION","2022-03-02","3"
"PA529","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","2022-03-02","2"
"PA548","REDES DE DATOS 2","2022-03-02","1"
"PA580","FUNDAMENTOS DEL RECURSO SOLAR","2022-03-02","10"
"PA93","OPTIMIZACION CON APLICACION A LA PLANIFICACION CON INCERTIDUMBRE","2022-03-02","10"
"PC107","BASES DE DATOS NO RELACIONALES","2022-03-02","22"
"PE030","ESTIMACIÓN Y PREDICCIÓN EN SERIES TEMPORALES","2022-03-02","13"
"PE127","IMAGENES MEDICAS:ADQUISICION, INSTRUMENTACION Y GESTION","2022-03-02","1"
"PE244","PROCESAMIENTO DIGITAL SEÑALES DE AUDIO","2022-03-02","3"
"PE95","REDES ELECTRICAS","2022-03-02","1"
"PG10","TOPICOS DE ECONOMIA DE LA INNOVACION","2022-03-02","2"
"Q196B","TALLER DE DISEÑO DE PROCESOS","2022-03-02","23"
"Q624","GESTION DE LOS PROCES.  EN LA INDUSTRIA","2022-03-02","38"
"Q92","TALLER- LABORATORIO DE PROCESOS QUIMICOS","2022-03-02","1"
"TCI11","INT. A LA GEODESIA Y SIST. DE POS. GLOBAL","2022-03-02","9"
"TCI13","CARTOGRAFIA MATEMATICA","2022-03-02","8"
"TCI21","PASANTIA","2022-03-02","5"
"TCI22","LEGISLACION TERRITORIAL","2022-03-02","10"
"TCI24","CAPTURA DE DATOS POR PERCEPCION REMOTA","2022-03-02","28"
"TCI26","PROYECTO","2022-03-02","1"
"TCI29","TALLER DE CARTAS GEOGRAFICAS","2022-03-02","10"
"TI01","PRINCIPIOS DE PROGRAMACION","2022-03-02","5"
"TI02","MATEMATICA DISCRETA Y LOGICA 1","2022-03-02","6"
"TI03","MATEMATICA","2022-03-02","7"
"TI04","INGLES TECNICO 1 (ACT.COMPL.1)","2022-03-02","7"
"TI05","ARQUITECTURA DE COMPUTADORAS","2022-03-02","5"
"TI11","REDES DE COMPUTADORAS","2022-03-02","13"
"TI12","PROGRAMACION AVANZADA","2022-03-02","16"
"TI13","BASES DE DATOS II","2022-03-02","8"
"TI14","CONTABILIDAD (ACT.COMPL.4)","2022-03-02","10"
"TI15","COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)","2022-03-02","10"
"TI21","PASANTIA LABORAL","2022-03-02","14"
"TI22","DESARR.DE APLIC.BASAD.EN TECNOL.GENEXUS","2022-03-02","17"
"TI23","DESARROLLO DE SITIOS WEB CON PHP","2022-03-02","13"
"TI24","TALLER DE SISTEMAS DE INFORMAC.JAVA EE","2022-03-02","10"
"TI25","TALLER DE APLICACIONES DE INTERNET RICAS","2022-03-02","11"
"TI27","PROYECTO","2022-03-02","8"
"TI29","TALLER DE SIST.DE INF.GEOGRAFICA","2022-03-02","10"
"TI43","INT. AL TESTING FUNCIONAL","2022-03-02","13"
"TIM10","TALLER 1: AJUSTE Y MONTAJE","2022-03-02","43"
"TIM11","TALLER 2: METROLOGÍA","2022-03-02","46"
"TIM12","TALLER 3: MAQUINAS HERRAMIENTAS","2022-03-02","40"
"TIM13","TALLER 4: MOTORES DE COMBUSTION INTERNA","2022-03-02","35"
"TIM14","TALLER 5: SOLDADURA","2022-03-02","36"
"TIM20","MATEMATICA 1","2022-03-02","46"
"TIM22","MATEMATICA 3","2022-03-02","35"
"TIM31","FISICA 2","2022-03-02","20"
"TIM41","TRANSFERENCIA DE CALOR","2022-03-02","25"
"TIM42","MAQUINAS PARA FLUIDOS","2022-03-02","16"
"TIM50","INT. A LA CIENCIA DE LOS MATERIALES","2022-03-02","45"
"TIM52","COMPORTAMIENTO MEC. DE MATERIALES","2022-03-02","30"
"TIM54","METALURGIA DE TRANSFORMACION","2022-03-02","2"
